https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_1&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,BabyCare
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_5&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,Beverages
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_2&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,BreadBakery
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_7&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,BreakfastCereal
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_9&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,CannedGoodsSoups
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_20&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,CondimentsSpiceBake
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_24&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,CookiesSnacksCandy
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_11&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,DairyEggsCheese
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_12&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,Deli
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_14&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,FlowersCardsOccasion
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_15&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,FrozenFoods
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_23&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,FruitsVegetables
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_6&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,GrainsPastaSides
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_13&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,InternationalCuisine
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_19&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,MeatSeafood
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_18&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,PaperCleaningHome
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_17&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,PersonalCareHealth
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_22&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,PetCare
https://www.safeway.com/abs/pub/xapi/v1/aisles/products?request-id=4621705904188554827&url=https://www.safeway.com&pageurl=https://www.safeway.com&pagename=aisles&rows=10000000&start=0&search-type=category&storeid=3132&featured=true&search-uid=&q=&sort=&userid=&featuredsessionid=&screenwidth=1032&dvid=web-4.1aisles&category-id=1_29&visitorId=6af2f217-97ec-4ca6-9f20-4c594bf4cdae&pp=none&channel=instore&banner=safeway,WineBeerSpirits
